순위,단어,품사,풀이,등급
1630.0,온갖,관,,C
2475.0,온도,명,溫度,B
17329.0,온돌,명,溫突,C
8478.0,온라인,명,on-line,C
2268.0,온몸,명,,B
8866.0,온종일,명,-終日,C
2253.0,온통,부,,B
4449.0,올02,명,올해,C
1951.0,올02,관,올해,C
10168.0,올가을,명,,C
669.0,올라가다,동,,A
6647.0,올라서다,동,,C
1494.0,올라오다,동,,B
9275.0,올라타다,동,,C
3125.0,올려놓다,동,,B
6110.0,올려다보다,동,,C
472.0,올리다01,동,,C
1437.0,올림픽,명,Olympic,B
1652.0,올바르다,형,,C
9709.0,올여름,명,,C
701.0,올해,명,,A
753.0,옮기다,동,,B
1172.0,옳다01,형,,B
530.0,옷01,명,,A
4630.0,옷차림,명,,C
5252.0,와02,감,,B
10169.0,와이셔츠,명,white shirts,C
8867.0,와인,명,wine,B
2507.0,완벽하다,형,完璧-,B
3291.0,완성01,명,完成,C
3880.0,완성되다,동,完成-,C
3766.0,완성하다01,동,完成-,C
3245.0,완전01,명,完全,C
2508.0,완전하다01,형,完全-,C
795.0,완전히,부,完全-,B
1142.0,왕04,명,王,B
8869.0,왕비,명,王妃,C
4923.0,왕자01,명,王子,C
159.0,왜02,부,,A
1301.0,왜냐하면,부,,A
2972.0,왠지,부,,B
892.0,외04,의,外,B
8481.0,외갓집,명,外家-,C
35141.0,외과01,명,外科,C
2346.0,외교01,명,外交,B
5039.0,외교관,명,外交官,B
651.0,외국02,명,外國,A
5040.0,외국어,명,外國語,A
1611.0,외국인,명,外國人,A
6112.0,외다02,동,주문을 ~,C
4717.0,외로움,명,,C
3322.0,외롭다,형,,B
3126.0,외면하다,동,外面-,C
4146.0,외모02,명,外貌,C
1711.0,외부02,명,外部,C
7078.0,외삼촌,명,外三寸,B
13623.0,외아들,명,,C
4718.0,외우다01,동,,B
9713.0,외제05,명,外製,C
5257.0,외출,명,外出,B
9714.0,외출하다,동,外出-,B
1446.0,외치다01,동,,C
6113.0,외침01,명,,C
8482.0,외할머니,명,外-,B
14690.0,외할아버지,명,外-,C
7860.0,왼발,명,,B
6649.0,왼손,명,,B
1822.0,왼쪽,명,,A
7079.0,요03,관,~ 근방,C
979.0,요구03,명,要求,C
3366.0,요구되다,동,要求-,C
668.0,요구하다,동,要求-,B
2288.0,요금01,명,料金,B
1604.0,요리05,명,料理,A
6848.0,요리사,명,料理師,C
14695.0,요리하다02,동,料理-,A
3649.0,요새01,명,,B
4821.0,요약하다02,동,要約-,C
7586.0,요일,명,曜日,A
2603.0,요즈음,명,,A
399.0,요즘,명,,A
3011.0,요청,명,要請,B
2556.0,요청하다,동,要請-,C
3323.0,욕02,명,辱,C
7587.0,욕실,명,浴室,B
2973.0,욕심,명,欲心,B
9719.0,욕하다,동,辱-,C
5132.0,용09,명,龍,C
7588.0,용감하다,형,勇敢-,C
1909.0,용기02,명,勇氣,C
5258.0,용기03,명,容器,C
3829.0,용도02,명,用途,C
2289.0,용돈,명,用-,B
8173.0,용서01,명,容恕,C
4368.0,용서하다,동,容恕-,C
1898.0,용어02,명,用語,C
1631.0,우려01,명,憂慮,C
13.0,우리03,대,,A
181.0,우리나라,명,,A
2716.0,우리말,명,,B
1632.0,우산01,명,雨傘,A
430.0,우선02,부,于先,B
4924.0,우수하다02,형,優秀-,B
3706.0,우습다,형,,C
2974.0,우승05,명,優勝,B
8874.0,우승하다,동,優勝-,B
5654.0,우아하다,형,優雅-,C
2935.0,우연히,부,偶然-,B
5790.0,우울하다,형,憂鬱-,B
2065.0,우유02,명,牛乳,A
4369.0,우정02,명,友情,C
578.0,우주02,명,宇宙,C
5791.0,우체국,명,郵遞局,A
8177.0,우편04,명,郵便,C
12746.0,우표,명,郵票,B
3012.0,운06,명,運,B
123.0,운동02,명,運動,A
19150.0,운동복,명,運動服,B
2534.0,운동장,명,運動場,A
4822.0,운동하다,동,運動-,A
9285.0,운동화,명,運動靴,A
1871.0,운명01,명,運命,C
8875.0,운반02,명,運搬,C
2086.0,운영하다,동,運營-,C
3707.0,운전02,명,運轉,A
7592.0,운전기사,명,運轉技士,B
2580.0,운전사,명,運轉士,C
4720.0,운전자,명,運轉者,B
7864.0,운전하다,동,運轉-,A
5133.0,운행02,명,運行,C
596.0,울다01,동,울음을 ~,A
1559.0,울리다01,동,종이 ~,B
5793.0,울리다02,동,아기를 ~,C
,울산,고,蔚山,B
3197.0,울음,명,,B
4542.0,울음소리,명,,C
491.0,움직이다,동,,B
1099.0,움직임,명,,C
3246.0,웃기다,동,,B
324.0,웃다,동,,A
8877.0,웃어른,명,,B
909.0,웃음,명,,B
7082.0,웃음소리,명,,C
2322.0,워낙,부,,C
74.0,원01,의,화폐 단위,A
6851.0,원02,감,,C
5528.0,원12,명,圓. ~을 그리다,C
3127.0,원고03,명,原稿,C
1173.0,원래01,명,元來,B
6852.0,원서05,명,願書,C
7321.0,원숭이,명,,B
656.0,원인02,명,原因,C
3324.0,원장07,명,院長,C
10182.0,원피스,명,one-piece,B
903.0,원하다02,동,願-,B
6854.0,월02,의,月,A
3541.0,월급,명,月給,B
6279.0,월드컵,명,World Cup,B
15942.0,월세,명,月貰,C
4823.0,월요일,명,月曜日,A
5259.0,웨이터,명,waiter,B
3047.0,웬01,관,,C
5042.0,웬만하다,형,,C
3428.0,웬일,명,,B
122.0,위01,명,~아래,A
1233.0,위05,의,位,C
7868.0,위06,명,胃,C
1421.0,위기01,명,危機,C
1952.0,위대하다01,형,偉大-,C
6463.0,위로02,명,慰勞,C
4632.0,위로하다,동,慰勞-,C
2182.0,위반03,명,違反,B
5953.0,위반하다02,동,違反-,C
7323.0,위법01,명,違法,C
4824.0,위성06,명,衛星,C
9724.0,위아래,명,,B
1211.0,위원01,명,委員,C
1690.0,위원장,명,委員長,C
2290.0,위주,명,爲主,C
7086.0,위쪽,명,,B
15946.0,위층,명,-層,B
895.0,위치01,명,位置,B
2420.0,위치하다,동,位置-,B
33.0,위하다01,동,爲-,B
1744.0,위험,명,危險,A
7594.0,위험성,명,危險性,C
2141.0,위험하다,형,危險-,A
2691.0,위협,명,威脅,C
5954.0,윗몸,명,,C
10184.0,윗사람,명,,C
2717.0,유교02,명,儒敎,B
2604.0,유난히,부,,B
8489.0,유능하다,형,有能-,C
,유럽,고,Europe,B
3247.0,유리10,명,琉璃,B
4721.0,유리창01,명,琉璃窓,B
3292.0,유리하다01,형,有利-,C
6281.0,유머,명,humor,C
4926.0,유명01,명,有名,B
1605.0,유명하다01,형,有名-,A
3325.0,유물04,명,遺物,C
5260.0,유발하다,동,誘發-,C
3488.0,유사하다03,형,類似-,C
5388.0,유산07,명,遺産,C
1080.0,유월01,명,六月,A
4451.0,유의하다02,동,留意-,C
3881.0,유적08,명,遺跡,C
8493.0,유적지,명,遺跡地,C
5261.0,유지되다,동,維持-,C
805.0,유지하다02,동,維持-,C
3489.0,유치원,명,幼稚園,B
2838.0,유학04,명,留學,B
4452.0,유학06,명,儒學,B
6655.0,유학생01,명,留學生,B
3542.0,유행02,명,流行,B
5043.0,유행하다01,동,流行-,B
4929.0,유형07,명,類型,C
17406.0,육02,수,六,A
4371.0,육군02,명,陸軍,C
5796.0,육상02,명,陸上,C
28580.0,육십,수,六十,A
2164.0,육체03,명,肉體,C
7325.0,육체적,명,肉體的,C
4930.0,으레01,부,,C
5045.0,으응,감,,B
6656.0,은04,명,銀,C
5956.0,은은하다02,형,隱隱-,C
599.0,은행02,명,銀行,A
5530.0,은행나무,명,銀杏-,C
1487.0,음01,감,,B
7327.0,음력02,명,陰曆,C
2291.0,음료,명,飮料,B
7093.0,음료수,명,飮料水,B
9730.0,음반,명,音盤,C
3367.0,음성02,명,音聲,C
395.0,음식,명,飮食,A
3944.0,음식물02,명,飮食物,C
4372.0,음식점,명,飮食店,C
586.0,음악01,명,音樂,A
8499.0,음악가,명,音樂家,B
5797.0,음주,명,飮酒,C
1110.0,응01,감,,B
8500.0,응답하다,동,應答-,C
726.0,의견01,명,意見,B
9732.0,의논,명,議論,C
4373.0,의논하다,동,議論-,C
1702.0,의도02,명,意圖,C
5391.0,의도적,명,意圖的,C
6284.0,의류,명,衣類,C
2605.0,의무01,명,義務,C
1995.0,의문02,명,疑問,C
228.0,의미02,명,意味,B
1394.0,의미하다02,동,意味-,B
1980.0,의복01,명,衣服,C
2241.0,의사02,명,意思,C
1295.0,의사12,명,醫師,A
374.0,의식03,명,意識,C
3431.0,의식04,명,儀式,C
1847.0,의식하다02,동,意識-,C
3830.0,의심03,명,疑心,C
2872.0,의심하다,동,疑心-,B
4826.0,의외로,부,意外-,C
3490.0,의욕,명,意欲,C
492.0,의원05,명,議員,C
2292.0,의자03,명,椅子,A
2254.0,의존하다,동,依存-,C
1014.0,의지06,명,意志,C
3432.0,의지하다,동,依支-,C
110.0,의하다01,동,依-,B
2777.0,의학02,명,醫學,C
2692.0,이03,명,신체,A
1064.0,이04,의,,C
30.0,이05,대,,A
14.0,이05,관,,A
9733.0,이09,수,二,A
4633.0,이같이,부,,C
314.0,이거01,대,,A
170.0,이것,대,,A
5656.0,이것저것,명,,B
624.0,이곳,대,,A
9294.0,이곳저곳,명,,B
1111.0,이기다01,동,적에게 ~,B
1265.0,이끌다,동,,C
618.0,이날,명,,B
3544.0,이내03,부,,C
4093.0,이내05,명,以內,C
1365.0,이념,명,理念,C
4543.0,이놈01,대,,C
9296.0,이다음,명,,C
3199.0,이달01,명,,C
5135.0,이대로,부,,C
806.0,이데올로기,명,&독Ideologie,C
2366.0,이동03,명,移動,B
3831.0,이동하다,동,移動-,C
13671.0,이따가,부,,B
5392.0,이따금,부,,C
548.0,이때,명,,A
1395.0,이래03,의,以來,C
9734.0,이래서,불,이리하여서,C
1797.0,이러다,동,,C
113.0,이러하다,형,,B
83.0,이런01,관,,A
3767.0,이런저런,관,,C
,이렇게,불,이러하게,B
105.0,이렇다,형,,A
4544.0,이력서,명,履歷書,C
6861.0,이론적,명,理論的,C
8503.0,이롭다02,형,利-,C
322.0,이루다01,동,,B
359.0,이루어지다,동,,B
2421.0,이룩하다,동,,C
1928.0,이뤄지다,동,,B
320.0,이르다01,동,도착하다,B
2839.0,이르다02,동,말하다,C
2557.0,이르다03,형,빠르다,B
241.0,이름,명,,A
3545.0,이리04,부,~ 오너라,B
4094.0,이리저리02,부,~ 돌아다니다,C
2476.0,이마01,명,,B
4827.0,이모02,명,姨母,B
232.0,이미01,부,,B
1100.0,이미지,명,image,B
10193.0,이민03,명,移民,C
9738.0,이발소,명,理髮所,B
172.0,이번01,명,-番,A
5798.0,이별,명,離別,C
8505.0,이분01,대,,A
2718.0,이불01,명,,B
6117.0,이빨,명,,B
1953.0,이사14,명,移徙,B
4009.0,이사장,명,理事長,C
8189.0,이사하다01,동,移徙-,B
194.0,이상05,명,以上,B
2694.0,이상09,명,理想,B
2117.0,이상12,명,異常,B
3650.0,이상적01,명,理想的,C
732.0,이상하다,형,異常-,B
2719.0,이성08,명,理性,B
10194.0,이성10,명,異性,C
5657.0,이슬,명,,C
51771.0,이십,수,二十,A
197.0,이야기,명,,A
539.0,이야기하다,동,,A
1764.0,이어01,부,,C
5046.0,이어서,부,,C
970.0,이어지다,동,,C
1438.0,이외01,명,以外,B
1642.0,이용01,명,利用,B
2806.0,이용되다,동,利用-,B
6465.0,이용자,명,利用者,C
305.0,이용하다01,동,利用-,B
951.0,이웃,명,,B
5532.0,이웃집,명,,B
1783.0,이월01,명,二月,A
249.0,이유04,명,理由,B
3368.0,이윽고,부,,C
1412.0,이익02,명,利益,B
4010.0,이자05,명,利子,C
869.0,이전03,명,以前,B
370.0,이제01,명,,A
210.0,이제01,부,,A
6864.0,이제야,부,,C
4296.0,이중03,명,二重,C
1885.0,이쪽02,대,,A
2807.0,이튿날,명,,B
2422.0,이틀01,명,시간,B
1965.0,이하02,명,以下,B
6118.0,이해03,명,利害,C
930.0,이해06,명,理解,B
5958.0,이해관계,명,利害關係,C
4453.0,이해되다,동,理解-,C
515.0,이해하다02,동,理解-,A
7339.0,이혼03,명,離婚,B
10196.0,이혼하다,동,離婚-,B
270.0,이후02,명,以後,B
2975.0,익다01,동,감이 ~,B
7599.0,익다02,형,손에 ~,C
3708.0,익숙하다,형,,B
4011.0,익숙해지다,동,,B
5959.0,익히다01,동,고기를 ~,C
1899.0,익히다02,동,기술을 ~,C
2873.0,인02,명,人,C
102.0,인간01,명,人間,B
5658.0,인간관계,명,人間關係,C
5136.0,인간성,명,人間性,C
4095.0,인간적,명,人間的,C
2663.0,인격,명,人格,C
4149.0,인공01,명,人工,C
1302.0,인구01,명,人口,B
3491.0,인근,명,隣近,C
849.0,인기01,명,人氣,B
10731.0,인도02,명,보도,C
828.0,인류01,명,人類,C
706.0,인물,명,人物,C
4374.0,인분80,의,人分. 3~,B
1488.0,인사01,명,人士,A
1204.0,인사02,명,人事,A
1244.0,인사03,명,人事,C
8893.0,인사말,명,人事-,B
4096.0,인사하다,동,人事-,A
8512.0,인삼,명,人蔘,B
15996.0,인삼차,명,人蔘茶,B
8513.0,인상01,명,人相,B
2066.0,인상03,명,引上,C
2451.0,인상06,명,印象,B
5138.0,인상적,명,印象的,C
880.0,인생01,명,人生,B
7102.0,인쇄,명,印刷,C
1668.0,인식하다,동,認識-,C
2367.0,인연03,명,因緣,C
4298.0,인원,명,人員,B
5800.0,인재02,명,人材,C
4545.0,인정되다,동,認定-,C
4299.0,인정받다,동,認定-,C
870.0,인정하다,동,認定-,C
10198.0,인제01,명,,C
1594.0,인제01,부,,B
5801.0,인종01,명,人種,C
,인천,고,仁川,A
,인천공항,고,仁川空港,B
3200.0,인체,명,人體,C
2452.0,인터넷,명,internet,B
4300.0,인터뷰,명,interview,B
4454.0,인하01,명,引下,C
731.0,인하다01,동,因-,C
4636.0,인형01,명,人形,B
29.0,일01,명,,A
7600.0,일05,수,一,A
41.0,일07,의,하루,A
17461.0,일곱,수,,A
7883.0,일기11,명,日氣,B
3433.0,일기12,명,日記,B
681.0,일단01,부,一旦,C
5960.0,일대01,관,一大,C
8191.0,일등,명,一等,B
696.0,일반02,명,一般,B
3493.0,일반인,명,一般人,C
1324.0,일반적,명,一般的,B
,일본,고,日本,A
12030.0,일본어,명,日本語,A
398.0,일부02,명,一部,B
2392.0,일부러,부,,C
2720.0,일상04,명,日常,B
3014.0,일상생활,명,日常生活,B
4933.0,일상적,명,日常的,C
3883.0,일생01,명,一生,C
6122.0,일손,명,,C
5802.0,일시적,명,一時的,C
52043.0,일식04,명,日食. 일본 음식,C
3652.0,일쑤,명,,C
216.0,일어나다,동,,A
1798.0,일어서다,동,,C
1784.0,일요일,명,日曜日,A
1725.0,일월01,명,一月,A
680.0,일으키다,동,,B
4934.0,일일이02,부,一一-,C
3709.0,일자05,명,日子,C
7884.0,일자리,명,,C
3083.0,일정03,명,日程,B
1360.0,일정하다,형,一定-,C
2118.0,일종03,명,一種,C
1456.0,일주일,명,一週日,A
1186.0,일찍,부,,A
3160.0,일찍이,부,,C
3653.0,일체01,명,一切,C
4638.0,일치01,명,一致,C
2558.0,일치하다,동,一致-,C
661.0,일하다,동,,A
2368.0,일행01,명,一行,C
7343.0,일회용,명,一回用,B
9305.0,일회용품,명,一回用品,B
13695.0,일흔,수,,A
209.0,읽다,동,,A
9306.0,읽히다01,동,'읽다'의 피동사,B
756.0,잃다,동,,A
2606.0,잃어버리다,동,,A
4097.0,임금01,명,,C
1048.0,임금03,명,賃金,B
3769.0,임무01,명,任務,C
2808.0,임시02,명,臨時,B
1549.0,임신02,명,妊娠,B
5393.0,임신부,명,妊娠婦,C
6871.0,임신하다,동,妊娠-,C
338.0,입,명,,A
2165.0,입구02,명,入口,B
14774.0,입국02,명,入國,C
354.0,입다01,동,옷을 ~,A
4725.0,입대01,명,入隊,C
5961.0,입력,명,入力,C
6468.0,입력하다,동,入力-,C
4229.0,입맛,명,,C
8518.0,입사04,명,入社,C
10204.0,입사하다04,동,入社-,C
1679.0,입술,명,,B
1106.0,입시04,명,入試,C
6293.0,입원01,명,入院,B
6872.0,입원하다01,동,入院-,B
450.0,입장04,명,立場,C
2012.0,입학,명,入學,B
4302.0,입학하다,동,入學-,B
3884.0,입히다,동,,C
737.0,잇다01,동,,C
2874.0,잇따르다,동,,C
888.0,있다01,동,,A
3.0,있다01,보,,A
4.0,있다01,형,,A
931.0,잊다01,동,,A
2905.0,잊어버리다,동,,A
6294.0,잊혀지다,동,,C
1680.0,잎01,명,,A
8520.0,자01,명,~로 재다,C
1277.0,자04,감,,B
1669.0,자14,명,字. 이름 석 ~,C
871.0,자18,의,者,C
5264.0,자가용,명,自家用,B
2204.0,자격04,명,資格,B
6470.0,자격증,명,資格證,C
2936.0,자극01,명,刺戟,C
3832.0,자극하다,동,刺戟-,C
126.0,자기04,대,自己,B
427.0,자기04,명,自己,B
1385.0,자꾸01,부,,B
3654.0,자꾸만,부,,B
1606.0,자네01,대,,C
1523.0,자녀01,명,子女,C
541.0,자다01,동,,A
2721.0,자동01,명,自動,B
796.0,자동차,명,自動車,A
5139.0,자라나다,동,,B
767.0,자라다01,동,커지다,B
4303.0,자랑01,명,,C
2581.0,자랑스럽다,형,,B
2875.0,자랑하다01,동,,B
509.0,자료03,명,資料,B
1166.0,자르다01,동,,B
229.0,자리01,명,~가 없다,A
6664.0,자리02,명,~를 깔다,C
7890.0,자매03,명,姉妹,C
5535.0,자부심,명,自負心,C
4828.0,자살01,명,自殺,C
9748.0,자살하다01,동,自殺-,C
630.0,자세02,명,姿勢,C
4013.0,자세하다01,형,仔細-,C
2255.0,자세히,부,仔細-,B
504.0,자식01,명,子息,B
72.0,자신01,명,自身,B
2143.0,자신02,명,自信,B
3946.0,자신감,명,自信感,C
348.0,자연01,명,自然,B
924.0,자연스럽다,형,自然-,B
9749.0,자연적,명,自然的,C
5962.0,자연현상,명,自然現象,C
3293.0,자연환경,명,自然環境,C
3770.0,자연히,부,自然-,C
1457.0,자원04,명,資源,C
757.0,자유03,명,自由,B
1278.0,자유롭다,형,自由-,B
3161.0,자율,명,自律,C
5048.0,자장면,명,&중Zhajiangmian,A
1224.0,자전거,명,自轉車,A
5049.0,자정01,명,子正,C
3015.0,자존심,명,自尊心,C
674.0,자주01,부,,A
286.0,자체02,명,自體,B
6876.0,자취01,명,,C
2876.0,자판01,명,字板,C
8904.0,자판기,명,自販機,B
565.0,작가01,명,作家,B
1040.0,작년,명,昨年,A
259.0,작다01,형,,A
4456.0,작성01,명,作成,C
3494.0,작성하다,동,作成-,C
8198.0,작아지다,동,,B
424.0,작업01,명,作業,C
1081.0,작용01,명,作用,C
1560.0,작용하다01,동,作用-,C
52406.0,작은딸,명,,C
19302.0,작은아들,명,,C
12048.0,작은아버지,명,,C
21595.0,작은어머니,명,,C
262.0,작품01,명,作品,C
884.0,잔03,명,盞,A
7107.0,잔디,명,,C
7353.0,잔디밭,명,,C
2166.0,잔뜩,부,,B
3710.0,잔치01,명,,B
68.0,잘02,부,,A
4099.0,잘나다,형,,C
1402.0,잘되다,동,,B
4457.0,잘리다01,동,,C
1775.0,잘못,부,,B
1371.0,잘못,명,,B
1541.0,잘못되다,동,,B
1861.0,잘못하다,동,,B
6295.0,잘살다,동,,B
6668.0,잘생기다,형,,B
479.0,잘하다,동,,A
640.0,잠01,명,,A
6877.0,잠그다01,동,서랍을 ~,C
2696.0,잠기다02,동,물에 ~,C
2607.0,잠깐,부,,A
2582.0,잠깐,명,,A
2608.0,잠들다,동,,B
6126.0,잠바,명,jumper,C
6127.0,잠수함02,명,潛水艦,C
2144.0,잠시,명,暫時,B
722.0,잠시,부,暫時,A
12049.0,잠옷,명,,B
4547.0,잠자다,동,,A
4151.0,잠자리01,명,~를 바꾸다,C
19306.0,잠자리02,명,곤충,C
202.0,잡다01,동,,A
9317.0,잡수다,동,,C
6878.0,잡수시다,동,,A
5266.0,잡아당기다,동,,C
3885.0,잡아먹다,동,,C
1862.0,잡지,명,雜誌,A
1550.0,잡히다02,동,'잡다'의 피동사,B
925.0,장22,의,張. 종이 한 ~,A
2664.0,장25,명,章,B
6296.0,장가01,명,~가다,B
12051.0,장갑01,명,掌匣,B
556.0,장관02,명,長官,C
1200.0,장군04,명,將軍,B
5660.0,장기간,명,長期間,C
5395.0,장기적,명,長期的,C
3772.0,장난,명,,C
6879.0,장난감,명,,B
4152.0,장남03,명,長男,B
2722.0,장래,명,將來,B
6880.0,장례02,명,葬禮,C
9751.0,장례식,명,葬禮式,C
3084.0,장르,명,&프genre,C
7605.0,장마01,명,,B
1284.0,장면04,명,場面,C
11360.0,장모01,명,丈母,C
8906.0,장모님,명,丈母-,C
12818.0,장미05,명,薔薇,A
2842.0,장비07,명,裝備,C
2220.0,장사01,명,,B
9319.0,장사꾼,명,,C
1325.0,장소05,명,場所,A
6128.0,장수01,명,사과 ~,C
3370.0,장식05,명,裝飾,C
6671.0,장애인,명,障碍人,C
13715.0,장인02,명,丈人,C
2779.0,장점02,명,長點,B
5537.0,장차02,부,將次,C
6129.0,장학금,명,奬學金,B
3655.0,잦다03,형,왕래가 ~,C
4100.0,재능,명,才能,C
6130.0,재다02,동,저울로 ~,C
750.0,재료01,명,材料,B
1439.0,재미01,명,,A
5538.0,재미없다,형,,A
697.0,재미있다,형,,A
5804.0,재밌다,형,재미있다,C
3833.0,재빨리,부,,C
662.0,재산,명,財産,B
4641.0,재생01,명,再生,C
9755.0,재수03,명,財數,C
10218.0,재우다01,동,고기를 양념에 ~,C
9757.0,재작년,명,再昨年,B
1873.0,재정05,명,財政,C
5396.0,재주01,명,,C
4230.0,재즈,명,jazz,C
9758.0,재채기,명,,B
2030.0,재판06,명,裁判,C
7606.0,재학02,명,在學,C
8527.0,재활용,명,再活用,C
6672.0,재활용품,명,再活用品,C
6131.0,쟤,불,저 아이,B
56.0,저03,대,일인칭 대명사,A
460.0,저04,관,멀리 있는 대상,A
7608.0,저04,대,멀리 있는 대상,A
1833.0,저05,감,,B
4015.0,저거01,대,,A
4304.0,저것,대,,A
3201.0,저고리01,명,,C
52763.0,저곳,대,,A
1692.0,저기01,대,,A
7355.0,저기02,감,,C
634.0,저녁,명,,A
8910.0,저녁때,명,,B
6673.0,저러다,동,,C
3773.0,저런01,관,,B
9325.0,저런02,감,,B
,저렇게,불,저러하게,B
3085.0,저렇다,형,,B
6674.0,저리01,부,저곳으로,B
4153.0,저마다,부,,C
7897.0,저번02,명,這番,B
8914.0,저울01,명,,C
5661.0,저자05,명,著者,B
3326.0,저절로,부,,C
1703.0,저지르다,동,,C
2031.0,저쪽,대,,A
4016.0,저축03,명,貯蓄,B
5540.0,저편,대,-便,C
1245.0,저희01,대,,B
363.0,적03,의,,B
2665.0,적13,명,敵,B
2167.0,적극,명,積極,B
1279.0,적극적,명,積極的,B
1334.0,적다01,동,답을 ~,A
590.0,적다02,형,경험이 ~,A
2583.0,적당하다02,형,適當-,B
2780.0,적당히,부,適當-,B
4730.0,적성05,명,適性,C
1447.0,적어도,부,,B
8918.0,적어지다,동,,B
2877.0,적용,명,適用,C
2584.0,적용되다,동,適用-,C
2454.0,적용하다,동,適用-,B
6297.0,적응02,명,適應,C
4232.0,적응하다02,동,適應-,C
1930.0,적절하다,형,適切-,C
3835.0,적합하다,형,適合-,C
3600.0,적히다,동,,C
712.0,전07,관,全. ~ 국민,C
534.0,전08,관,前,A
115.0,전08,명,前,A
2535.0,전개02,명,展開,C
2723.0,전개되다,동,展開-,C
3371.0,전개하다02,동,展開-,C
3495.0,전공05,명,專攻,B
4936.0,전공하다01,동,專攻-,C
9762.0,전구10,명,電球,C
709.0,전국03,명,全國,B
4154.0,전국적,명,全國的,C
2878.0,전기09,명,前期,C
7610.0,전기12,명,傳記,C
1834.0,전기15,명,電氣,B
6884.0,전기밥솥,명,,B
3372.0,전날,명,前-,B
4459.0,전달03,명,傳達,C
3712.0,전달되다,동,傳達-,C
2424.0,전달하다02,동,傳達-,B
,전라도,고,全羅道,B
1500.0,전망03,명,展望,C
4731.0,전망하다02,동,展望-,C
1015.0,전문08,명,專門,B
1379.0,전문가,명,專門家,B
5805.0,전문적,명,專門的,C
9765.0,전문점,명,專門店,C
7358.0,전문직,명,專門職,C
4155.0,전반03,명,全般,C
3373.0,전반적,명,全般的,C
3202.0,전부05,명,全部,B
3713.0,전부05,부,全部,B
5662.0,전선10,명,戰線,C
5399.0,전설04,명,傳說,C
7110.0,전세07,명,傳貰,C
5140.0,전시04,명,展示,C
10226.0,전시되다,동,展示-,C
7900.0,전시장,명,展示場,C
7612.0,전시하다01,동,展示-,C
4460.0,전시회,명,展示會,C
3774.0,전용04,명,專用,C
2293.0,전자06,명,電子,B
533.0,전쟁,명,戰爭,B
,전주,고,全州,C
4643.0,전철04,명,電鐵,B
329.0,전체01,명,全體,B
2393.0,전체적,명,全體的,B
881.0,전통06,명,傳統,B
9767.0,전통문화,명,傳統文化,C
2455.0,전통적,명,傳統的,B
797.0,전하다,동,傳-,B
2294.0,전해지다,동,傳-,B
496.0,전혀01,부,全-,B
375.0,전화07,명,電話,A
7360.0,전화기,명,電話機,B
3836.0,전화번호,명,電話番號,A
4461.0,전화하다02,동,電話-,A
2295.0,전환03,명,轉換,C
4462.0,전환하다02,동,轉換-,C
4938.0,전후01,명,前後,C
2510.0,절01,명,사찰,B
3327.0,절02,명,~을 하다,B
5401.0,절08,명,節,C
3434.0,절대05,부,絶對,B
4233.0,절대05,명,絶對,C
2477.0,절대로,부,絶對-,B
3248.0,절대적,명,絶對的,C
3656.0,절망02,명,絶望,C
2394.0,절반,명,折半,B
7904.0,절약,명,節約,C
6676.0,절약하다,동,節約-,B
1430.0,절차02,명,節次,C
528.0,젊다,형,,B
1255.0,젊은이,명,,B
5808.0,젊음,명,,C
1577.0,점10,의,點,B
109.0,점10,명,點,B
5273.0,점검,명,點檢,C
3602.0,점수06,명,點數,B
2256.0,점심,명,點心,A
9328.0,점심때,명,點心-,B
6132.0,점심시간,명,點心時間,A
8536.0,점원01,명,店員,B
5809.0,점잖다,형,,C
1143.0,점점01,부,漸漸,B
1285.0,점차02,부,漸次,B
1785.0,접근,명,接近,C
2395.0,접근하다,동,接近-,C
3657.0,접다01,동,,C
4234.0,접시,명,,B
2536.0,접촉,명,接觸,C
3086.0,접하다01,동,接-,C
4550.0,젓가락,명,,A
2559.0,젓다01,동,,B
2269.0,정20,명,情,B
9769.0,정거장,명,停車場,B
3497.0,정기07,명,定期,C
7616.0,정기적,명,定期的,C
7906.0,정답,명,正答,B
1422.0,정당07,명,政黨,C
86.0,정도11,명,程度,B
5966.0,정류장,명,停留場,A
2323.0,정리09,명,整理,B
6302.0,정리되다,동,整理-,C
1212.0,정리하다,동,整理-,B
349.0,정말01,부,正-,A
5275.0,정말01,감,正-,B
3129.0,정말01,명,正-,B
2425.0,정말로,부,正-,B
2906.0,정면01,명,正面,C
4305.0,정문03,명,正門,B
6677.0,정반대,명,正反對,C
435.0,정보06,명,情報,B
3886.0,정보화,명,情報化,C
136.0,정부08,명,政府,C
3328.0,정비05,명,整備,C
4939.0,정상02,명,正常,C
1931.0,정상11,명,頂上,B
4940.0,정상적,명,正常的,C
3087.0,정성11,명,精誠,C
2609.0,정식01,명,正式,B
319.0,정신12,명,精神,B
5547.0,정신과,명,精神科,C
5968.0,정신없이,부,精神-,C
2270.0,정신적,명,精神的,B
7907.0,정오01,명,正午,C
5276.0,정원06,명,庭園,B
8205.0,정장04,명,正裝,C
5666.0,정지06,명,停止,C
5969.0,정직하다01,형,正直-,C
234.0,정치03,명,政治,B
2560.0,정치권,명,政治權,C
2843.0,정치인,명,政治人,C
2844.0,정치적,명,政治的,B
4463.0,정치학,명,政治學,C
803.0,정하다03,동,定-,B
2939.0,정해지다,동,定-,B
1016.0,정확하다01,형,正確-,B
2257.0,정확히01,부,正確-,B
